REVENUE,CROSS_SELL_SUCCESS,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
1440.00,1,Sylwa Paege,sylwa.paege@unitedhealth.com,Sylwa,Paege,51.00,4.00,3.00,7.00,124.68,1.00,4.00,1.00,0.00,5.00,1.00,7.00,0.00,0.00,0.00,0.00,91.20,2.00,0.00,2.00,14.00,0.00
559.00,1,Timon,timon@live.com,Timon,Timon,15.00,8.00,12.00,2.00,86.12,1.00,2.00,1.00,0.00,5.00,1.00,8.00,2.00,1.00,1.00,1.00,104.40,2.00,0.00,3.00,14.00,0.00
1410.00,1,Torrhen Stark,torrhen.stark@protonmail.com,Torrhen,Stark,74.00,8.00,4.00,3.00,188.38,0.00,2.00,0.00,1.00,5.00,1.00,6.00,0.00,3.00,1.00,0.00,86.40,2.00,0.00,3.00,12.00,0.00
1350.00,1,Visenya Targaryen,visenya.targaryen@gmail.com,Visenya,Targaryen,82.00,3.00,4.00,1.00,114.50,0.00,2.00,1.00,0.00,5.00,1.00,47.00,0.00,6.00,1.00,0.00,106.40,2.00,0.00,2.00,16.00,0.00
1372.00,0,Morra,morra@passport.com,Morra,Morra,35.00,7.00,4.00,3.00,82.32,1.00,4.00,1.00,0.00,5.00,1.00,0.00,4.00,1.00,1.00,1.00,86.40,2.00,0.00,2.00,16.00,0.00
1357.00,0,Alla Tyrell,alla.tyrell@gmail.com,Alla,Tyrell,44.00,7.00,2.00,6.00,84.75,1.00,2.00,0.00,1.00,6.00,1.00,46.00,0.00,0.00,0.00,0.00,95.20,2.00,0.00,2.00,14.00,0.00
2878.75,0,Alvyn Sharp,alvyn.sharp@gmail.com,Alvyn,Sharp,59.00,1.00,5.00,2.00,42.00,1.00,2.00,0.00,1.00,6.00,1.00,10.00,3.00,2.00,0.00,0.00,122.40,2.00,0.00,3.00,13.00,76.00
685.00,0,Barra,barra@nike.com,Barra,Barra,15.00,3.00,12.00,8.00,57.24,1.00,6.00,0.00,1.00,6.00,1.00,26.00,0.00,0.00,1.00,1.00,52.00,2.00,0.00,2.00,16.00,0.00
1846.25,0,Benfred Tallhart,benfred.tallhart@protonmail.com,Benfred,Tallhart,13.00,1.00,11.00,7.00,79.27,1.00,1.00,0.00,1.00,5.00,3.00,1.00,0.00,3.00,0.00,0.00,83.20,2.00,0.00,3.00,13.00,0.00
2947.50,0,Burton Crakehall,burton.crakehall@protonmail.com,Burton,Crakehall,63.00,5.00,8.00,6.00,152.63,1.00,3.00,0.00,1.00,5.00,1.00,1.00,0.00,4.00,1.00,1.00,128.80,2.00,2.00,3.00,11.00,0.00
2257.50,0,Cersei Lannister,cersei.lannister@homedepot.com,Cersei,Lannister,50.00,1.00,5.00,2.00,43.00,1.00,1.00,2.00,1.00,6.00,2.00,5.00,0.00,3.00,1.00,0.00,93.60,2.00,0.00,2.00,16.00,0.00
1590.00,0,Della Frey,della.frey@yahoo.com,Della,Frey,86.00,3.00,6.00,2.00,108.05,0.00,1.00,1.00,1.00,5.00,2.00,14.00,3.00,3.00,1.00,0.00,96.50,2.00,0.00,3.00,14.00,0.00
1435.00,0,Elmar Frey,elmar.frey@protonmail.com,Elmar,Frey,14.00,1.00,11.00,1.00,88.00,0.00,2.00,0.00,0.00,5.00,2.00,1.00,0.00,0.00,0.00,0.00,84.10,2.00,0.00,2.00,15.00,0.00
1349.00,0,Elyana Vypren,elyana.vypren@yahoo.com,Elyana,Vypren,48.00,6.00,4.00,4.00,55.00,0.00,1.00,0.00,0.00,6.00,2.00,8.00,2.00,0.00,0.00,0.00,117.60,2.00,0.00,3.00,15.00,0.00
850.00,0,Gascoyne,gascoyne@goldmansacs.com,Gascoyne,Gascoyne,15.00,7.00,11.00,2.00,101.59,1.00,0.00,1.00,1.00,5.00,1.00,13.00,7.00,4.00,0.00,0.00,75.60,2.00,0.00,3.00,13.00,0.00
730.00,0,Gerold Lannister,gerold.lannister@jnj.com,Gerold,Lannister,15.00,5.00,11.00,7.00,49.32,1.00,2.00,1.00,1.00,5.00,0.00,24.00,9.00,3.00,1.00,1.00,76.40,2.00,0.00,3.00,14.00,0.00
1079.00,0,Grenn,grenn@gmail.com,Grenn,Grenn,12.00,2.00,11.00,7.00,56.00,1.00,1.00,0.00,1.00,5.00,1.00,6.00,4.00,2.00,0.00,0.00,90.10,2.00,0.00,2.00,17.00,0.00
1250.00,0,Gyles,gyles@gmail.com,Gyles,Gyles,36.00,6.00,5.00,8.00,79.35,1.00,2.00,2.00,0.00,5.00,1.00,11.00,0.00,0.00,1.00,1.00,82.50,2.00,0.00,3.00,14.00,0.00
1440.00,0,Haggon,haggon@goldmansacs.com,Haggon,Haggon,69.00,3.00,7.00,2.00,231.30,1.00,1.00,1.00,0.00,6.00,1.00,0.00,0.00,1.00,1.00,0.00,105.60,2.00,0.00,3.00,12.00,0.00
2248.75,0,Helaena Targaryen,helaena.targaryen@dupont.com,Helaena,Targaryen,50.00,1.00,6.00,10.00,41.00,1.00,3.00,0.00,0.00,5.00,1.00,5.00,0.00,1.00,0.00,0.00,81.60,2.00,0.00,2.00,17.00,0.00
820.00,0,Hubard Rambton,hubard.rambton@gmail.com,Hubard,Rambton,16.00,5.00,11.00,1.00,76.54,1.00,3.00,0.00,1.00,5.00,2.00,10.00,0.00,1.00,0.00,0.00,54.00,2.00,0.00,2.00,17.00,0.00
1280.00,0,Jayde,jayde@caterpillar.com,Jayde,Jayde,87.00,3.00,5.00,2.00,94.00,1.00,0.00,1.00,0.00,6.00,2.00,8.00,0.00,6.00,0.00,0.00,106.70,2.00,0.00,3.00,14.00,0.00
1249.00,0,Jory Cassel,jory.cassel@gmail.com,Jory,Cassel,35.00,9.00,4.00,10.00,74.00,1.00,1.00,0.00,1.00,5.00,2.00,11.00,0.00,7.00,0.00,0.00,78.00,2.00,0.00,2.00,17.00,0.00
1850.00,0,Mina Tyrell,mina.tyrell@hotmail.com,Mina,Tyrell,76.00,3.00,6.00,7.00,138.75,1.00,2.00,0.00,0.00,5.00,1.00,9.00,2.00,0.00,0.00,0.00,118.80,2.00,1.00,3.00,11.00,0.00
1487.50,0,Munda,munda@protonmail.com,Munda,Munda,16.00,1.00,11.00,3.00,226.16,1.00,0.00,0.00,1.00,6.00,1.00,0.00,5.00,4.00,0.00,0.00,111.20,2.00,0.00,2.00,16.00,0.00
1370.00,0,Murch,murch@protonmail.com,Murch,Murch,40.00,4.00,7.00,4.00,91.40,1.00,0.00,0.00,1.00,5.00,1.00,8.00,0.00,5.00,1.00,0.00,86.00,2.00,0.00,3.00,15.00,0.00
970.00,0,Myles Smallwood,myles.smallwood@yahoo.com,Myles,Smallwood,16.00,2.00,12.00,2.00,106.00,0.00,0.00,0.00,0.00,7.00,2.00,11.00,8.00,1.00,1.00,0.00,86.40,2.00,0.00,3.00,12.00,0.00
1130.00,0,Norne Goodbrother,norne.goodbrother@visa.com,Norne,Goodbrother,28.00,2.00,5.00,9.00,217.50,1.00,1.00,0.00,1.00,5.00,1.00,14.00,0.00,1.00,0.00,0.00,98.80,2.00,0.00,3.00,14.00,0.00
1119.00,0,Ormond Westerling,ormond.westerling@verizon.com,Ormond,Westerling,49.00,8.00,5.00,7.00,95.95,0.00,3.00,1.00,0.00,5.00,1.00,38.00,0.00,0.00,1.00,0.00,93.60,2.00,0.00,2.00,17.00,72.00
1410.00,0,Pycelle,pycelle@hotmail.com,Pycelle,Pycelle,40.00,5.00,6.00,8.00,92.60,1.00,2.00,0.00,1.00,5.00,1.00,0.00,4.00,1.00,1.00,1.00,93.60,2.00,0.00,2.00,15.00,0.00
1330.00,0,Raynard,raynard@yahoo.com,Raynard,Raynard,33.00,9.00,7.00,9.00,41.58,0.00,1.00,0.00,1.00,6.00,1.00,34.00,3.00,0.00,1.00,0.00,76.70,2.00,0.00,2.00,16.00,182.00
610.00,0,Rhaena Targaryen (daughter of Aegon III),rhaena.targaryen.(daughter.of.aegon.iii)@protonmail.com,Rhaena,Targaryen ,15.00,2.00,12.00,4.00,102.20,1.00,1.00,0.00,1.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,90.40,2.00,0.00,1.00,19.00,0.00
1100.00,0,Sawwood,sawwood@gmail.com,Sawwood,Sawwood,31.00,2.00,2.00,10.00,76.40,1.00,2.00,0.00,1.00,6.00,2.00,9.00,3.00,9.00,0.00,0.00,85.80,2.00,0.00,2.00,15.00,0.00
1608.25,0,Squirrel,squirrel@protonmail.com,Squirrel,Squirrel,14.00,1.00,12.00,10.00,71.31,1.00,3.00,1.00,1.00,6.00,1.00,0.00,0.00,1.00,0.00,0.00,78.40,2.00,0.00,1.00,16.00,0.00
640.00,0,Marq Piper,marq.piper@aol.com,Marq,Piper,13.00,7.00,11.00,8.00,42.00,1.00,0.00,2.00,0.00,5.00,1.00,3.00,0.00,4.00,0.00,0.00,67.20,2.00,0.00,2.00,14.00,0.00
2660.00,0,Todder,todder@live.com,Todder,Todder,90.00,1.00,6.00,1.00,37.00,1.00,0.00,0.00,1.00,5.00,2.00,7.00,0.00,3.00,0.00,0.00,123.60,2.00,0.00,3.00,14.00,216.00
999.00,0,Karlon Stark,karlon.stark@hotmail.com,Karlon,Stark,13.00,9.00,12.00,4.00,60.70,1.00,0.00,0.00,1.00,6.00,2.00,2.00,0.00,1.00,0.00,0.00,79.20,2.00,0.00,2.00,14.00,0.00
3710.00,0,Tommen Baratheon,tommen.baratheon@apple.com,Tommen,Baratheon,46.00,1.00,7.00,9.00,37.00,1.00,5.00,0.00,1.00,6.00,1.00,46.00,0.00,1.00,1.00,1.00,132.10,2.00,1.00,3.00,13.00,0.00
640.00,0,Mellei,mellei@passport.com,Mellei,Mellei,13.00,7.00,11.00,10.00,41.00,1.00,2.00,0.00,0.00,5.00,2.00,0.00,4.00,6.00,1.00,0.00,67.00,2.00,0.00,1.00,18.00,0.00
1160.00,0,Frynne,frynne@hotmail.com,Frynne,Frynne,29.00,4.00,5.00,7.00,111.56,1.00,1.00,0.00,0.00,5.00,1.00,35.00,0.00,2.00,0.00,0.00,88.20,2.00,0.00,2.00,16.00,52.00
2120.00,0,Maric Seaworth,maric.seaworth@passport.com,Maric,Seaworth,51.00,5.00,9.00,3.00,62.20,1.00,0.00,0.00,1.00,5.00,2.00,6.00,0.00,7.00,0.00,0.00,150.20,2.00,0.00,3.00,12.00,0.00
913.00,0,Jommo,jommo@hotmail.com,Jommo,Jommo,14.00,6.00,12.00,3.00,62.84,0.00,1.00,0.00,0.00,5.00,2.00,0.00,4.00,5.00,0.00,0.00,88.60,2.00,0.00,2.00,15.00,0.00
1655.00,0,Watty,watty@nike.com,Watty,Watty,39.00,7.00,4.00,5.00,95.01,1.00,0.00,0.00,1.00,5.00,1.00,0.00,1.00,0.00,1.00,0.00,111.00,2.00,1.00,3.00,13.00,104.00
1600.00,0,Walton Frey,walton.frey@passport.com,Walton,Frey,116.00,4.00,7.00,7.00,21.60,1.00,1.00,1.00,0.00,5.00,2.00,8.00,0.00,3.00,0.00,0.00,125.20,2.00,0.00,3.00,15.00,212.00
887.00,0,Ryella Royce,ryella.royce@msn.com,Ryella,Royce,13.00,5.00,12.00,4.00,41.80,1.00,0.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,70.40,2.00,0.00,2.00,16.00,0.00
1390.00,0,Ryam,ryam@aol.com,Ryam,Ryam,55.00,9.00,6.00,7.00,68.50,1.00,1.00,0.00,1.00,5.00,1.00,48.00,0.00,9.00,0.00,0.00,95.20,2.00,0.00,3.00,12.00,0.00
1770.00,0,Hibald,hibald@live.com,Hibald,Hibald,111.00,4.00,6.00,9.00,20.17,1.00,0.00,0.00,1.00,6.00,2.00,22.00,0.00,0.00,0.00,0.00,157.30,2.00,0.00,3.00,11.00,216.00
590.00,0,Rolland Uffering,rolland.uffering@aol.com,Rolland,Uffering,15.00,8.00,12.00,3.00,60.00,1.00,0.00,0.00,1.00,5.00,1.00,14.00,6.00,3.00,0.00,0.00,59.90,2.00,0.00,1.00,17.00,0.00
2572.50,1,Aegon Frey (son of Aenys),aegon.frey.(son.of.aenys)@gmail.com,Aegon,Frey ,38.00,1.00,5.00,3.00,58.00,1.00,5.00,0.00,1.00,6.00,2.00,14.00,0.00,0.00,0.00,0.00,99.60,3.00,0.00,3.00,12.00,0.00
1647.00,1,Aegon Targaryen (son of Rhaegar),aegon.targaryen.(son.of.rhaegar)@ibm.com,Aegon,Targaryen ,76.00,3.00,8.00,10.00,45.51,0.00,3.00,0.00,1.00,6.00,1.00,11.00,5.00,4.00,0.00,0.00,125.00,3.00,0.00,3.00,13.00,0.00
1923.00,1,Aegon V Targaryen,aegon.v.targaryen@goldmansacs.com,Aegon,V Targaryen,65.00,3.00,6.00,9.00,106.00,1.00,1.00,1.00,0.00,6.00,2.00,12.00,0.00,4.00,1.00,0.00,135.30,3.00,1.00,3.00,13.00,253.00
1250.00,1,Aegor Rivers,aegor.rivers@gmail.com,Aegor,Rivers,57.00,4.00,6.00,2.00,84.21,1.00,0.00,0.00,1.00,5.00,1.00,10.00,2.00,5.00,0.00,0.00,91.20,3.00,1.00,2.00,17.00,0.00
1190.00,1,Albett,albett@gmail.com,Albett,Albett,37.00,4.00,5.00,3.00,31.00,1.00,0.00,0.00,1.00,5.00,1.00,13.00,2.00,1.00,0.00,0.00,128.80,3.00,1.00,2.00,17.00,0.00
1975.00,1,Allar Deem,allar.deem@live.com,Allar,Deem,64.00,9.00,6.00,2.00,101.60,1.00,2.00,2.00,0.00,6.00,1.00,47.00,0.00,2.00,0.00,0.00,138.10,3.00,1.00,3.00,12.00,0.00
1650.00,1,Alyce Graceford,alyce.graceford@gmail.com,Alyce,Graceford,67.00,8.00,8.00,6.00,34.80,1.00,3.00,0.00,0.00,5.00,1.00,2.00,7.00,0.00,0.00,0.00,120.00,3.00,0.00,3.00,11.00,0.00
2812.50,1,Annara Farring,annara.farring@merck.com,Annara,Farring,90.00,5.00,9.00,2.00,51.89,1.00,2.00,0.00,1.00,4.00,2.00,1.00,0.00,1.00,1.00,1.00,161.60,3.00,1.00,3.00,12.00,0.00
910.00,1,Aubrey Ambrose,aubrey.ambrose@yahoo.com,Aubrey,Ambrose,14.00,4.00,12.00,5.00,16.96,1.00,2.00,0.00,1.00,6.00,1.00,2.00,0.00,1.00,0.00,0.00,98.80,3.00,0.00,2.00,15.00,0.00
1050.00,1,Baelor Blacktyde,baelor.blacktyde@nike.com,Baelor,Blacktyde,15.00,4.00,11.00,2.00,116.22,1.00,1.00,0.00,1.00,4.00,1.00,0.00,0.00,3.00,1.00,0.00,89.60,3.00,0.00,2.00,14.00,0.00
995.00,1,Barre,barre@yahoo.com,Barre,Barre,13.00,8.00,11.00,1.00,78.92,1.00,1.00,0.00,1.00,5.00,1.00,3.00,0.00,4.00,0.00,0.00,91.80,3.00,1.00,2.00,17.00,0.00
3975.00,1,Barristan Selmy,barristan.selmy@gmail.com,Barristan,Selmy,114.00,4.00,8.00,2.00,140.94,1.00,1.00,0.00,1.00,5.00,2.00,35.00,1.00,5.00,1.00,0.00,169.40,3.00,1.00,3.00,11.00,450.00
1890.00,1,Barth (brewer),barth.(brewer)@nike.com,Barth,,120.00,6.00,10.00,4.00,48.71,0.00,0.00,1.00,1.00,5.00,1.00,10.00,4.00,5.00,0.00,0.00,122.80,3.00,1.00,3.00,14.00,0.00
1450.00,1,Ben Bones,ben.bones@protonmail.com,Ben,Bones,56.00,2.00,5.00,3.00,89.00,1.00,2.00,1.00,1.00,6.00,1.00,24.00,0.00,2.00,0.00,0.00,131.40,3.00,0.00,2.00,16.00,0.00
1120.00,1,Bryce Caron,bryce.caron@pg.com,Bryce,Caron,28.00,7.00,5.00,9.00,43.75,1.00,2.00,2.00,0.00,5.00,2.00,11.00,0.00,3.00,1.00,0.00,80.80,3.00,0.00,2.00,15.00,0.00
1170.00,1,Byan Votyris,byan.votyris@pg.com,Byan,Votyris,34.00,3.00,7.00,3.00,68.00,1.00,1.00,0.00,1.00,6.00,2.00,48.00,0.00,3.00,1.00,1.00,134.80,3.00,1.00,2.00,17.00,0.00
2126.25,1,Cleos Frey,cleos.frey@merck.com,Cleos,Frey,51.00,1.00,5.00,3.00,51.00,1.00,1.00,0.00,1.00,6.00,2.00,3.00,0.00,9.00,0.00,0.00,139.20,3.00,1.00,3.00,15.00,180.00
1600.00,1,Cletus Yronwood,cletus.yronwood@pg.com,Cletus,Yronwood,50.00,9.00,5.00,3.00,96.00,1.00,0.00,0.00,0.00,5.00,1.00,47.00,7.00,4.00,0.00,0.00,111.60,3.00,0.00,3.00,12.00,261.00
1385.00,1,Colemon,colemon@protonmail.com,Colemon,Colemon,138.00,6.00,4.00,2.00,77.50,1.00,2.00,0.00,1.00,6.00,2.00,0.00,2.00,0.00,0.00,0.00,89.40,3.00,1.00,2.00,17.00,0.00
1129.00,1,Conn,conn@protonmail.com,Conn,Conn,46.00,5.00,7.00,6.00,80.84,0.00,0.00,0.00,1.00,5.00,1.00,11.00,8.00,4.00,0.00,0.00,103.60,3.00,0.00,2.00,18.00,88.00
1150.00,1,Corlys Velaryon,corlys.velaryon@travelers.com,Corlys,Velaryon,40.00,8.00,5.00,1.00,107.00,1.00,1.00,1.00,1.00,5.00,2.00,3.00,0.00,1.00,0.00,0.00,86.40,3.00,1.00,1.00,17.00,0.00
2012.50,1,Cortnay Penrose,cortnay.penrose@yahoo.com,Cortnay,Penrose,35.00,1.00,4.00,3.00,36.00,1.00,1.00,0.00,0.00,6.00,1.00,0.00,2.00,1.00,1.00,0.00,122.40,3.00,0.00,2.00,17.00,0.00
1560.00,1,Cuger,cuger@nike.com,Cuger,Cuger,142.00,7.00,8.00,2.00,76.30,1.00,0.00,0.00,1.00,5.00,2.00,11.00,0.00,0.00,0.00,0.00,102.60,3.00,0.00,3.00,12.00,0.00
1270.00,1,Daemon II Blackfyre,daemon.ii.blackfyre@cocacola.com,Daemon,II Blackfyre,52.00,8.00,7.00,10.00,71.80,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,86.40,3.00,0.00,2.00,17.00,0.00
1940.00,1,Dafyn Vance,dafyn.vance@unitedtech.com,Dafyn,Vance,41.00,4.00,7.00,10.00,37.06,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,2.00,1.00,1.00,135.20,3.00,1.00,3.00,11.00,0.00
1520.00,1,Dale Seaworth,dale.seaworth@protonmail.com,Dale,Seaworth,103.00,4.00,5.00,7.00,80.00,1.00,1.00,1.00,0.00,6.00,2.00,39.00,3.00,4.00,0.00,0.00,112.60,3.00,0.00,3.00,14.00,0.00
1335.00,1,Danwell Frey,danwell.frey@protonmail.com,Danwell,Frey,51.00,4.00,5.00,5.00,155.23,1.00,1.00,0.00,0.00,5.00,2.00,10.00,2.00,2.00,0.00,0.00,86.40,3.00,1.00,2.00,16.00,0.00
1080.00,1,Devan Seaworth,devan.seaworth@gmail.com,Devan,Seaworth,12.00,4.00,11.00,4.00,83.77,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,15.00,1.00,1.00,112.60,3.00,0.00,3.00,11.00,0.00
1885.00,1,Dirk,dirk@protonmail.com,Dirk,Dirk,50.00,6.00,8.00,4.00,59.50,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,3.00,1.00,1.00,133.70,3.00,1.00,3.00,12.00,0.00
520.00,1,Donel Greyjoy,donel.greyjoy@verizon.com,Donel,Greyjoy,16.00,4.00,12.00,6.00,42.30,1.00,2.00,1.00,0.00,5.00,2.00,6.00,3.00,3.00,0.00,0.00,72.90,3.00,0.00,1.00,17.00,0.00
1300.00,1,Donnel Haigh,donnel.haigh@cisco.com,Donnel,Haigh,41.00,6.00,4.00,2.00,78.30,1.00,0.00,0.00,1.00,6.00,1.00,48.00,0.00,1.00,0.00,0.00,86.40,3.00,0.00,2.00,18.00,0.00
1220.00,1,Doreah,doreah@protonmail.com,Doreah,Doreah,45.00,4.00,4.00,2.00,101.19,1.00,2.00,0.00,0.00,5.00,2.00,14.00,2.00,4.00,1.00,0.00,90.00,3.00,0.00,2.00,18.00,31.00
550.00,1,Ebben,ebben@protonmail.com,Ebben,Ebben,16.00,2.00,11.00,7.00,111.40,1.00,0.00,1.00,0.00,5.00,2.00,45.00,0.00,0.00,1.00,0.00,108.60,3.00,0.00,3.00,11.00,0.00
550.00,1,Edmyn Tully,edmyn.tully@gmail.com,Edmyn,Tully,16.00,4.00,12.00,10.00,44.36,1.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,79.60,3.00,0.00,1.00,16.00,0.00
1837.50,1,Edwyn Stark,edwyn.stark@boeing.com,Edwyn,Stark,12.00,1.00,12.00,3.00,53.20,1.00,1.00,0.00,1.00,6.00,1.00,22.00,0.00,5.00,0.00,0.00,87.50,3.00,0.00,2.00,17.00,0.00
780.00,1,Franklyn Fowler,franklyn.fowler@chevron.com,Franklyn,Fowler,15.00,9.00,12.00,8.00,65.56,1.00,0.00,0.00,1.00,5.00,1.00,21.00,0.00,5.00,1.00,0.00,89.90,3.00,0.00,2.00,17.00,0.00
2098.25,1,Galt,galt@gmail.com,Galt,Galt,28.00,1.00,4.00,7.00,58.00,1.00,0.00,0.00,1.00,4.00,2.00,9.00,0.00,1.00,0.00,0.00,86.40,3.00,0.00,2.00,16.00,0.00
3598.50,1,Garizon,garizon@yahoo.com,Garizon,Garizon,72.00,4.00,9.00,7.00,43.85,1.00,1.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,141.90,3.00,1.00,3.00,13.00,0.00
1550.00,1,Garlan Tyrell,garlan.tyrell@gmail.com,Garlan,Tyrell,75.00,6.00,5.00,10.00,100.50,1.00,0.00,0.00,1.00,5.00,2.00,2.00,9.00,3.00,0.00,0.00,99.00,3.00,0.00,3.00,14.00,0.00
1150.00,1,Harma,harma@protonmail.com,Harma,Harma,24.00,2.00,6.00,5.00,17.33,1.00,4.00,0.00,1.00,5.00,1.00,3.00,0.00,5.00,0.00,0.00,103.20,3.00,1.00,3.00,13.00,0.00
1095.00,1,Harrold Hardyng,harrold.hardyng@hotmail.com,Harrold,Hardyng,13.00,3.00,11.00,2.00,67.20,1.00,3.00,0.00,1.00,5.00,1.00,0.00,0.00,3.00,0.00,0.00,106.80,3.00,1.00,2.00,17.00,0.00
1485.75,1,Henk,henk@goldmansacs.com,Henk,Henk,15.00,1.00,11.00,2.00,86.77,1.00,1.00,0.00,1.00,5.00,2.00,14.00,0.00,1.00,1.00,1.00,64.00,3.00,0.00,2.00,17.00,0.00
1312.00,1,Humfrey Swyft,humfrey.swyft@protonmail.com,Humfrey,Swyft,47.00,3.00,6.00,5.00,75.06,1.00,1.00,0.00,0.00,6.00,1.00,11.00,2.00,1.00,1.00,0.00,109.10,3.00,0.00,2.00,15.00,0.00
760.00,1,Jaremy Rykker,jaremy.rykker@dupont.com,Jaremy,Rykker,13.00,5.00,12.00,2.00,93.00,1.00,7.00,0.00,1.00,6.00,1.00,28.00,3.00,4.00,1.00,0.00,78.40,3.00,0.00,3.00,13.00,0.00
1280.00,1,Jasper Redfort,jasper.redfort@live.com,Jasper,Redfort,56.00,9.00,5.00,6.00,91.00,1.00,3.00,0.00,1.00,5.00,1.00,3.00,0.00,7.00,0.00,0.00,98.40,3.00,1.00,2.00,16.00,0.00
2030.00,1,Jeor Mormont,jeor.mormont@mmm.com,Jeor,Mormont,61.00,1.00,4.00,9.00,33.00,1.00,1.00,0.00,0.00,6.00,1.00,12.00,0.00,1.00,0.00,0.00,92.20,3.00,0.00,2.00,15.00,0.00
1034.00,1,Dan,dan@passport.com,Dan,Dan,13.00,4.00,11.00,6.00,24.80,1.00,3.00,1.00,0.00,5.00,2.00,6.00,0.00,6.00,0.00,0.00,98.70,3.00,0.00,2.00,14.00,359.00
1470.00,1,Jeyne Westerling,jeyne.westerling@yahoo.com,Jeyne,Westerling,42.00,6.00,8.00,10.00,75.00,1.00,0.00,1.00,1.00,6.00,1.00,7.00,0.00,3.00,1.00,0.00,114.30,3.00,0.00,1.00,18.00,0.00
665.00,1,Jhiqui,jhiqui@gmail.com,Jhiqui,Jhiqui,13.00,6.00,11.00,3.00,52.20,0.00,1.00,0.00,1.00,5.00,2.00,4.00,1.00,15.00,1.00,1.00,113.10,3.00,0.00,2.00,14.00,0.00
1490.00,1,Aegon IV Targaryen,aegon.iv.targaryen@boeing.com,Aegon,IV Targaryen,38.00,5.00,5.00,5.00,76.69,0.00,1.00,0.00,1.00,6.00,2.00,11.00,0.00,6.00,0.00,0.00,88.30,3.00,1.00,3.00,13.00,0.00
2012.50,1,Alyce,alyce@verizon.com,Alyce,Alyce,37.00,1.00,5.00,3.00,32.00,0.00,0.00,0.00,1.00,6.00,1.00,4.00,2.00,1.00,0.00,0.00,100.50,3.00,1.00,3.00,13.00,0.00
1190.00,1,Alysanne Bracken,alysanne.bracken@protonmail.com,Alysanne,Bracken,86.00,4.00,4.00,8.00,59.00,1.00,4.00,0.00,1.00,6.00,2.00,13.00,8.00,10.00,0.00,0.00,94.90,3.00,1.00,3.00,13.00,0.00
1602.00,1,Andros Brax,andros.brax@live.com,Andros,Brax,53.00,8.00,7.00,2.00,187.61,1.00,4.00,0.00,1.00,5.00,2.00,5.00,0.00,5.00,1.00,0.00,114.50,3.00,1.00,3.00,13.00,11.00
1725.00,1,Benjen Stark,benjen.stark@gmail.com,Benjen,Stark,124.00,3.00,7.00,2.00,170.00,1.00,3.00,0.00,1.00,7.00,1.00,45.00,4.00,0.00,0.00,0.00,132.00,3.00,1.00,3.00,15.00,509.00
675.00,1,Benjen Stark (Bitter),benjen.stark.(bitter)@protonmail.com,Benjen,Stark ,16.00,2.00,12.00,1.00,89.00,1.00,5.00,0.00,0.00,5.00,1.00,1.00,4.00,8.00,0.00,0.00,101.20,3.00,0.00,2.00,15.00,0.00
1360.00,1,Bertram Beesbury,bertram.beesbury@gmail.com,Bertram,Beesbury,74.00,3.00,7.00,6.00,86.64,1.00,3.00,0.00,1.00,5.00,1.00,8.00,0.00,6.00,0.00,0.00,108.00,3.00,0.00,2.00,18.00,135.00
950.00,1,Brandon Stark (the daughterless),brandon.stark.(the.daughterless)@visa.com,Brandon,Stark ,14.00,5.00,11.00,1.00,67.01,1.00,0.00,0.00,1.00,5.00,1.00,13.00,0.00,4.00,0.00,0.00,91.90,3.00,0.00,2.00,15.00,0.00
1169.00,1,Branston Cuy,branston.cuy@gmail.com,Branston,Cuy,35.00,4.00,8.00,7.00,67.00,0.00,8.00,0.00,1.00,5.00,1.00,2.00,0.00,3.00,1.00,0.00,111.10,3.00,1.00,2.00,17.00,0.00
1120.00,1,Brown Bernarr,brown.bernarr@yahoo.com,Brown,Bernarr,35.00,2.00,4.00,5.00,89.80,1.00,3.00,0.00,1.00,5.00,1.00,4.00,4.00,6.00,1.00,0.00,83.30,3.00,0.00,1.00,17.00,0.00
